number,title,source,title_lower,has_erc20,has_erc721,has_erc1155,has_safemath,has_accesscontrol,has_governor,has_ownable,has_proxy,has_timelock,has_merkle,op_transfer,op_approve,op_mint,op_burn,op_initialize,op_deploy,op_upgrade,op_delegatecall,op_verify,op_validate,is_bug_related,dasp_category,confidence,manual_review,correct_category,notes
2153,Fix broken xrefs,fix,fix broken xrefs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2115,Fix deprecation warnings,fix,fix deprecation warnings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2069,Fix EnumerableSetMock for 2.5.rc1,fix,fix enumerablesetmock for 2.5.rc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2053,Fix link to GSN overview,fix,fix link to gsn overview,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
2018,Fix/improve revert reason #1727,fix,fix/improve revert reason #1727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未检查的返回值,1.5,,,
2005,Fix broken crossreference links,fix,fix broken crossreference links,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1950,Fix for error too long issue,fix,fix for error too long issue,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1920,GSNSignatureBouncer fix,fix,gsnsignaturebouncer fix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1915,Fix bouncer signature tests,fix,fix bouncer signature tests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1891,Fix Part 2 : renamed inconsistent identifier/variables names.,fix,fix part 2 : renamed inconsistent identifier/variables names.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1890,Fix/added get approved tests#1148 2,fix,fix/added get approved tests#1148 2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
1889,Fix/roles revamp #1772,fix,fix/roles revamp #1772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5,,,
1877,Fixing CONTRIBUTING.md with runnable linting instructions,fix,fixing contributing.md with runnable linting instructions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1849,TimedCrowdsale validation bug,bug,timedcrowdsale validation bug,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5,,,
1836,Update bug_report.md,bug,update bug_report.md,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5,,,
1820,Fix Part 1 : added tests for getApproved,fix,fix part 1 : added tests for getapproved,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
1804,Fix/chai.expect for chai.should,fix,fix/chai.expect for chai.should,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1732,Fix solc-nightly job,fix,fix solc-nightly job,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1718,Fix/rename anyone account #1357,fix,fix/rename anyone account #1357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1710,Fix from account in remove role behaviors,fix,fix from account in remove role behaviors,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5,,,
1663,Fix weird date format in changelog,fix,fix weird date format in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5,,,
1647,Fix SafeERC20.safeApprove bug,fix,fix safeerc20.safeapprove bug,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
1606,Fix warnings,fix,fix warnings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1605,Fix solc nightly travis job,fix,fix solc nightly travis job,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1544,Fixed SimpleToken.sol to match Solidity version 0.4.24 to 0.5.1,fix,fixed simpletoken.sol to match solidity version 0.4.24 to 0.5.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1485,Fix isOwnable view method behavior,fix,fix isownable view method behavior,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5,,,
1475,"Fix On RefundEscrow, add isState function #1461",fix,"fix on refundescrow, add isstate function #1461",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
1471,Fix/typecast address this token vesting #1457,fix,fix/typecast address this token vesting #1457,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
1470,Fix/cast 0 to address #1462,fix,fix/cast 0 to address #1462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
1455,"Remove extraneous quantity check, fixes #1454",fix,"remove extraneous quantity check, fixes #1454",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1449,Fixed how allowance crowdsale checks remaining tokens.,fix,fixed how allowance crowdsale checks remaining tokens.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1389,fix a burn bug: anyone can burn the NFT.,fix,fix a burn bug: anyone can burn the nft.,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,算术问题,1.5,,,
1368,Fix/#1355 test helper to check balance difference,fix,fix/#1355 test helper to check balance difference,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
1367,Fix #1358 Test helper to send funds,fix,fix #1358 test helper to send funds,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1324,Add Mock suffix to variable names #1172,fix,add mock suffix to variable names #1172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
1321,Fixed relative import paths.,fix,fixed relative import paths.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1318,Fixed a broken payment test (+ another small fix),fix,fixed a broken payment test (+ another small fix),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1317,Two small fixes,fix,two small fixes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1310,Fixed variable shadowing.,fix,fixed variable shadowing.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1301,Fixed Solium warnings.,fix,fixed solium warnings.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1293,Fix decrease allowance and add non-zero address precondition to approve,fix,fix decrease allowance and add non-zero address precondition to approve,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
1282, Use prefix underscore for state variables and no underscore for parameters,fix, use prefix underscore for state variables and no underscore for parameters,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1252,Rename ERC interfaces to I prefix,fix,rename erc interfaces to i prefix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1243,fix: refactor sign.js and related tests,fix,fix: refactor sign.js and related tests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1226,Fix Coding Style (minor),fix,fix coding style (minor),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1218,Fix balance and allowance checks in _burn and _burnFrom,fix,fix balance and allowance checks in _burn and _burnfrom,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,算术问题,1.5,,,
1204,Publish testing suite and behavior fixtures,fix,publish testing suite and behavior fixtures,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1196,Use I prefix for ERC interfaces,fix,use i prefix for erc interfaces,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1171,"Added ""_"" sufix to internal variables",fix,"added ""_"" sufix to internal variables",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
1149,Fixed HasNoTokens test.,fix,fixed hasnotokens test.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1133,Prefix all parameters with underscore,fix,prefix all parameters with underscore,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1123,assertRevert: Fix late return bug,fix,assertrevert: fix late return bug,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未检查的返回值,1.5,,,
1114,fix: move RBAC to //access,fix,fix: move rbac to //access,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5,,,
1113,fix: solium linting errors,fix,fix: solium linting errors,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1112,"fix: bounty tests, superceeds #799",fix,"fix: bounty tests, superceeds #799",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1092,Fix solidity linting errors,fix,fix solidity linting errors,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1063,decrease approval condition fix (greater than and equal to),fix,decrease approval condition fix (greater than and equal to),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1053,Fix dependency warnings,fix,fix dependency warnings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
1049,how to find the problem ?,problem,how to find the problem ?,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.0,,,
1010,Implementation of Generic Timelock (fixes #239),fix,implementation of generic timelock (fixes #239),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5,,,
993,Fix/erc721,fix,fix/erc721,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
981,Fix/whitelisted crowdsale,fix,fix/whitelisted crowdsale,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
975,Fix solidity version,fix,fix solidity version,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
964,"fix: remove daylimit.sol, closes #925",fix,"fix: remove daylimit.sol, closes #925",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
949,Fix Node 10 compatibility,fix,fix node 10 compatibility,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
927,fix: force RefundableCrowdsale to also be a PostDeliveryCrowdsale,fix,fix: force refundablecrowdsale to also be a postdeliverycrowdsale,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
916,Fixed a wrong variable name in SampleCrowdsale.test.js.,fix,fixed a wrong variable name in samplecrowdsale.test.js.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
912,Fix clearing of ownedTokensIndex and allTokensIndex in ERC721Token.sol,fix,fix clearing of ownedtokensindex and alltokensindex in erc721token.sol,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
911,Fix ERC721 test is not checking name and symbol properly #910,fix,fix erc721 test is not checking name and symbol properly #910,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
909,Fix ERC721Token.sol code indent,fix,fix erc721token.sol code indent,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
885,Various fixes and formatting chores,fix,various fixes and formatting chores,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
873,Avoid deprecated direct event call by prefixing with emit calls,fix,avoid deprecated direct event call by prefixing with emit calls,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
863,fix: hotfix event emission compiler warning,fix,fix: hotfix event emission compiler warning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
857,Crowdsale.sol contract has a bug in setting rate,bug,crowdsale.sol contract has a bug in setting rate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
844,tests: fix most of the static warnings,fix,tests: fix most of the static warnings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
829,Fix/add erc223 support #609,fix,fix/add erc223 support #609,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
823,Fix PullPayment.sol - Remove assert and change send() to transfer(),fix,fix pullpayment.sol - remove assert and change send() to transfer(),False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
808,signing prefix added in contract itself,fix,signing prefix added in contract itself,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
805,Problems withdrawing tokens with PostDeliveryCrowdsale,problem,problems withdrawing tokens with postdeliverycrowdsale,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.0,,,
799,Fix race condition in bounty test.,fix,fix race condition in bounty test.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
794,Fix version error for truffle-flattener.,fix,fix version error for truffle-flattener.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
792,Tiny indentation fix in MintedCrowdsale,fix,tiny indentation fix in mintedcrowdsale,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,算术问题,1.5,,,
789,Bugfix/fix individuallycapped flaky test,fix,bugfix/fix individuallycapped flaky test,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
777,"Use the latest ERC-721 draft interface, fixes #745",fix,"use the latest erc-721 draft interface, fixes #745",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
773,Fix capped crowdsale flaky test,fix,fix capped crowdsale flaky test,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
736,install problem,problem,install problem,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.0,,,
729,ERC20 standard implementation bug.,bug,erc20 standard implementation bug.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0,,,
698,fix: reference contract name rather than filepath,fix,fix: reference contract name rather than filepath,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
693,Fix test name,fix,fix test name,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
687,fix reference of RBAC usage.,fix,fix reference of rbac usage.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
677,Fix error testing in DelayClaimable tests,fix,fix error testing in delayclaimable tests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
676,"feat: add solidity syntax highlighting directive, fixes #671",fix,"feat: add solidity syntax highlighting directive, fixes #671",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
672,Fix error testing in DelayClaimable tests,fix,fix error testing in delayclaimable tests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
664,fixup: issue template mdown syntax,fix,fixup: issue template mdown syntax,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
648,fixup: update package-lock.json by running npm install,fix,fixup: update package-lock.json by running npm install,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5,,,
647,update the PR template to suggest `npm run lint:fix`,fix,update the pr template to suggest `npm run lint:fix`,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5,,,
646,feat: add 'npm run lint:fix' script,fix,feat: add 'npm run lint:fix' script,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
644,Possible critical bug in ECRecovery,bug,possible critical bug in ecrecovery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
642,add a lint:fix command to package.json,fix,add a lint:fix command to package.json,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
604,test: fix the mocks path in ReentrancyGuard test,fix,test: fix the mocks path in reentrancyguard test,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,重入攻击,1.5,,,
582,fix: make SplitPayment payable by default,fix,fix: make splitpayment payable by default,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
574,Fix unused variable warning in `Standard Token.sol`,fix,fix unused variable warning in `standard token.sol`,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
572,Problem: unused variable `remaining` in StandardToken.sol,problem,problem: unused variable `remaining` in standardtoken.sol,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.0,,,
563,Fix/511,fix,fix/511,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
541,i got problem ,problem,i got problem ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.0,,,
531,Update to TestRPC 6.0.1 and test fixes for revert opcode.,fix,update to testrpc 6.0.1 and test fixes for revert opcode.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未检查的返回值,1.5,,,
520,Can't step through transaction during debug,bug,can't step through transaction during debug,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
519,Fix/upgrade to solidity 0417,fix,fix/upgrade to solidity 0417,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,未知函数调用,1.5,,,
495,Update Solidity and fixed Solium warnings,fix,update solidity and fixed solium warnings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5,,,
492,TokenVesting bugfix,fix,tokenvesting bugfix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
489,fixes #488,fix,fixes #488,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
448,A bunch of small fixes,fix,a bunch of small fixes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
447,Safer version of StandardToken. Fix #442,fix,safer version of standardtoken. fix #442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
377,fix for issue 375: transferFrom allows sending to self more than self balance,fix,fix for issue 375: transferfrom allows sending to self more than self balance,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
376,[bugfix] windows incompatibilty,fix,[bugfix] windows incompatibilty,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
373,Fix mispelled words (#371),fix,fix mispelled words (#371),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
329,Fix test script cleanup and portability,fix,fix test script cleanup and portability,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
327,fix testing error throwing,fix,fix testing error throwing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
314,Fix off by one error in VestedToken,fix,fix off by one error in vestedtoken,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
313,Possible bug in StandardToken.sol,bug,possible bug in standardtoken.sol,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
304,Fix coverage,fix,fix coverage,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
302,Crowdsale token price rate is fixed,fix,crowdsale token price rate is fixed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
291,Fix coveralls integration,fix,fix coveralls integration,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
231,Implement VestedToken bug mitigation #3,bug,implement vestedtoken bug mitigation #3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
229,DO NOT MERGE: checking if my PR fixes @izqui's PR,fix,do not merge: checking if my pr fixes @izqui's pr,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
220,Fix double spend on approve and Short Address attack on transferFrom,fix,fix double spend on approve and short address attack on transferfrom,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
188,fix for short address attack,fix,fix for short address attack,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
168,ERC20 approve problem,problem,erc20 approve problem,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
167,Fix travis build,fix,fix travis build,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
123,fix link,fix,fix link,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
106,fixes gh-99 PullPaymentMock needed a payable constructor,fix,fixes gh-99 pullpaymentmock needed a payable constructor,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,错误的构造器命名,1.5,,,
99,Fix test failing on travis,fix,fix test failing on travis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
82,fix multisig problems,fix,fix multisig problems,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5,,,
79,Inherit Ownable in Migrations and Killable. Fix variable naming.,fix,inherit ownable in migrations and killable. fix variable naming.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5,,,
78,DelayedClaimable contract extension of Claimable fix #64,fix,delayedclaimable contract extension of claimable fix #64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
75,Run Solium on Zeppelin repo and fix problems,fix,run solium on zeppelin repo and fix problems,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
71,fix truffle build,fix,fix truffle build,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
67,Move away from migration fixtures in tests,fix,move away from migration fixtures in tests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
26,Minor fixes,fix,minor fixes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5,,,
